5.916840000000000000e+06,1.000000000000000000e+00
5.909860000000000000e+06,1.000000000000000000e+00
5.904420000000000000e+06,1.000000000000000000e+00
5.898300000000000000e+06,1.000000000000000000e+00
5.892320000000000000e+06,1.000000000000000000e+00
5.886480000000000000e+06,1.000000000000000000e+00
5.880520000000000000e+06,1.000000000000000000e+00
5.820040000000000000e+06,1.000000000000000000e+00
5.715580000000000000e+06,1.000000000000000000e+00
5.613500000000000000e+06,1.000000000000000000e+00
5.513700000000000000e+06,1.000000000000000000e+00
5.416140000000000000e+06,1.000000000000000000e+00
5.320760000000000000e+06,1.000000000000000000e+00
4.742280000000000000e+06,1.000000000000000000e+00
4.737000000000000000e+06,1.000000000000000000e+00
4.733120000000000000e+06,1.000000000000000000e+00
4.729000000000000000e+06,1.000000000000000000e+00
4.724900000000000000e+06,1.000000000000000000e+00
4.721020000000000000e+06,1.000000000000000000e+00
4.709280000000000000e+06,1.000000000000000000e+00
4.629340000000000000e+06,1.000000000000000000e+00
4.551100000000000000e+06,1.000000000000000000e+00
4.474540000000000000e+06,1.000000000000000000e+00
4.399600000000000000e+06,1.000000000000000000e+00
4.326240000000000000e+06,1.000000000000000000e+00
3.847940000000000000e+06,1.000000000000000000e+00
3.844780000000000000e+06,1.000000000000000000e+00
3.840660000000000000e+06,1.000000000000000000e+00
3.836940000000000000e+06,1.000000000000000000e+00
3.833960000000000000e+06,1.000000000000000000e+00
3.830720000000000000e+06,1.000000000000000000e+00
3.827020000000000000e+06,1.000000000000000000e+00
3.791740000000000000e+06,1.000000000000000000e+00
3.730940000000000000e+06,1.000000000000000000e+00
3.671360000000000000e+06,1.000000000000000000e+00
3.613000000000000000e+06,1.000000000000000000e+00
3.555800000000000000e+06,1.000000000000000000e+00
3.499740000000000000e+06,1.000000000000000000e+00
3.156820000000000000e+06,1.000000000000000000e+00
3.153860000000000000e+06,1.000000000000000000e+00
3.150820000000000000e+06,1.000000000000000000e+00
3.148000000000000000e+06,1.000000000000000000e+00
3.145240000000000000e+06,1.000000000000000000e+00
3.142840000000000000e+06,1.000000000000000000e+00
3.137080000000000000e+06,1.000000000000000000e+00
3.089240000000000000e+06,1.000000000000000000e+00
3.042300000000000000e+06,1.000000000000000000e+00
2.996280000000000000e+06,1.000000000000000000e+00
2.951120000000000000e+06,1.000000000000000000e+00
2.906820000000000000e+06,1.000000000000000000e+00
2.615600000000000000e+06,1.000000000000000000e+00
2.613120000000000000e+06,1.000000000000000000e+00
2.610680000000000000e+06,1.000000000000000000e+00
2.608500000000000000e+06,1.000000000000000000e+00
2.606420000000000000e+06,1.000000000000000000e+00
2.603940000000000000e+06,1.000000000000000000e+00
2.601580000000000000e+06,1.000000000000000000e+00
2.581080000000000000e+06,1.000000000000000000e+00
2.543680000000000000e+06,1.000000000000000000e+00
2.506980000000000000e+06,1.000000000000000000e+00
2.470920000000000000e+06,1.000000000000000000e+00
2.435540000000000000e+06,1.000000000000000000e+00
2.400780000000000000e+06,1.000000000000000000e+00
2.186680000000000000e+06,1.000000000000000000e+00
2.184780000000000000e+06,1.000000000000000000e+00
2.183120000000000000e+06,1.000000000000000000e+00
2.181380000000000000e+06,1.000000000000000000e+00
2.179800000000000000e+06,1.000000000000000000e+00
2.178220000000000000e+06,1.000000000000000000e+00
2.174280000000000000e+06,1.000000000000000000e+00
2.144160000000000000e+06,1.000000000000000000e+00
2.114580000000000000e+06,1.000000000000000000e+00
2.085520000000000000e+06,1.000000000000000000e+00
2.056940000000000000e+06,1.000000000000000000e+00
2.028880000000000000e+06,1.000000000000000000e+00
1.843046000000000000e+06,1.000000000000000000e+00
1.841482000000000000e+06,1.000000000000000000e+00
1.840110000000000000e+06,1.000000000000000000e+00
1.838646000000000000e+06,1.000000000000000000e+00
1.837310000000000000e+06,1.000000000000000000e+00
1.835752000000000000e+06,1.000000000000000000e+00
1.834482000000000000e+06,1.000000000000000000e+00
1.820872000000000000e+06,1.000000000000000000e+00
1.796806000000000000e+06,1.000000000000000000e+00
1.773142000000000000e+06,1.000000000000000000e+00
1.749872000000000000e+06,1.000000000000000000e+00
1.726986000000000000e+06,1.000000000000000000e+00
1.704480000000000000e+06,1.000000000000000000e+00
1.565010000000000000e+06,1.000000000000000000e+00
1.563712000000000000e+06,1.000000000000000000e+00
1.562702000000000000e+06,1.000000000000000000e+00
1.561744000000000000e+06,1.000000000000000000e+00
1.560424000000000000e+06,1.000000000000000000e+00
1.559104000000000000e+06,1.000000000000000000e+00
1.556888000000000000e+06,1.000000000000000000e+00
1.537144000000000000e+06,1.000000000000000000e+00
1.517716000000000000e+06,1.000000000000000000e+00
1.498598000000000000e+06,1.000000000000000000e+00
1.479786000000000000e+06,1.000000000000000000e+00
1.461270000000000000e+06,1.000000000000000000e+00
1.338006000000000000e+06,1.000000000000000000e+00
1.336942000000000000e+06,1.000000000000000000e+00
1.336050000000000000e+06,1.000000000000000000e+00
1.335136000000000000e+06,1.000000000000000000e+00
1.334160000000000000e+06,1.000000000000000000e+00
1.333376000000000000e+06,1.000000000000000000e+00
1.332508000000000000e+06,1.000000000000000000e+00
1.323214000000000000e+06,1.000000000000000000e+00
1.307138000000000000e+06,1.000000000000000000e+00
1.291310000000000000e+06,1.000000000000000000e+00
1.275722000000000000e+06,1.000000000000000000e+00
1.260374000000000000e+06,1.000000000000000000e+00
1.245256000000000000e+06,1.000000000000000000e+00
1.151126000000000000e+06,1.000000000000000000e+00
1.150264000000000000e+06,1.000000000000000000e+00
1.149402000000000000e+06,1.000000000000000000e+00
1.148718000000000000e+06,1.000000000000000000e+00
1.148000000000000000e+06,1.000000000000000000e+00
1.147228000000000000e+06,1.000000000000000000e+00
1.145620000000000000e+06,1.000000000000000000e+00
1.132222000000000000e+06,1.000000000000000000e+00
1.119020000000000000e+06,1.000000000000000000e+00
1.106014000000000000e+06,1.000000000000000000e+00
1.093198000000000000e+06,1.000000000000000000e+00
1.080570000000000000e+06,1.000000000000000000e+00
9.960960000000000000e+05,1.000000000000000000e+00
9.954080000000000000e+05,1.000000000000000000e+00
9.947060000000000000e+05,1.000000000000000000e+00
9.940920000000000000e+05,1.000000000000000000e+00
9.934060000000000000e+05,1.000000000000000000e+00
9.927640000000000000e+05,1.000000000000000000e+00
9.920780000000000000e+05,1.000000000000000000e+00
9.859100000000000000e+05,1.000000000000000000e+00
9.748280000000000000e+05,1.000000000000000000e+00
9.639020000000000000e+05,1.000000000000000000e+00
